generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
24000,t15,T7,0,0.138841,-0.0252421,0.057233,0
24000,T7,T9,23.5826,1.19849,0.0480853,0.327744,0
25000,t15,T7,0,0.423454,-0.0787844,0.0722239,0
25000,T7,T9,22.7351,1.64923,0.0277639,0.673914,0
26000,t15,T7,0,0.178786,-0.0352913,0.0311541,0
26000,T7,T9,18.9295,0.328732,-0.0385618,0.0319153,0
27000,t15,T7,0,0.68682,-0.100022,0.0934066,0
27000,T7,T9,6.98195,0.0581026,-0.0156751,0.16246,0
27000,T7,T9,8.78387,0.264057,-0.0253913,0.197576,0
27000,T7,T9,23.2117,0.933373,-0.00369796,0.298978,0
28000,t15,T7,0,0.38359,-0.0596082,0.0304155,0
28000,T7,T9,23.9595,1.14607,-0.0226028,0.195614,0
29000,t15,T7,0,0.208373,-0.0405573,0.00113342,0
29000,T7,T9,19.0196,0.880722,0.0455582,1.16289,0
30000,t15,T7,0,0.191229,-0.0421767,0.0803629,0
30000,T7,T9,23.1393,1.02909,0.0305447,0.81399,0
31000,t15,T7,0,0.277653,-0.0363516,0.077425,0
31000,T7,T9,23.4924,0.942322,-0.0316216,0.214919,0
32000,t15,T7,0,0.299889,-0.0513245,0.0541493,0
32000,T7,T9,1.06664,0.0370295,-0.042516,0.16201,0
32000,T7,T9,22.3651,0.703088,0.0243998,0.029601,0
33000,t15,T7,0,0.0974336,-0.0076284,0.0147994,0
33000,t18,NA,25.8298,0.144413,0.00040862,0.175691,0
33000,T7,T9,2.94608,0.0595392,0.0490249,0.32667,0
33000,T7,T9,23.7965,1.03419,-0.0417554,0.128704,0
34000,t15,T7,0,0.0896502,0.00396454,0.0295685,0
34000,T7,T9,18.5213,0.391992,-0.0164737,0.398288,0
35000,t15,T7,0,0.390065,-0.0649122,0.0671288,0
35000,T7,T9,23.3834,0.937431,-0.0141229,0.537006,0
36000,t15,T7,0,0.0623155,0.0516995,0.000196632,0
36000,T7,T9,21.2037,0.351139,0.134508,0.029165,0
37000,t15,T7,0,0.299705,-0.0406241,0.0736934,0
37000,T7,T9,17.4134,1.00284,0.0228776,1.04266,0
38000,t15,T7,0,0.200725,-0.0358849,0.0327173,0
38000,T7,T9,23.3433,0.449709,-0.0264838,0.365442,0
39000,t15,T7,0,0.187141,-0.0264027,0.0445313,0
39000,T7,T9,23.9091,1.19908,0.0329109,0.496107,0
40000,t15,T7,0,0.265463,-0.06492,0.00676132,0
40000,T7,T9,21.7791,0.74123,0.00626021,0.289418,0
41000,t15,T7,0,0.262403,-0.0568462,0.118123,0
41000,T7,T9,23.8976,1.31273,-0.0690649,0.180827,0
42000,t15,T7,0,0.461411,-0.066046,0.0385552,0
42000,T7,T9,3.06864,0.472101,0.00329056,0.771758,0
42000,T7,T9,18.8722,0.772035,0.0060503,0.472446,0
43000,t15,T7,0,0.209945,-0.0434687,0.0116165,0
43000,T7,T9,23.0723,1.20103,-0.0672392,0.552887,0
44000,t15,T7,0,0.124943,-0.0453246,7.1577e-05,0
44000,T7,T9,23.3444,1.54442,-0.00407767,0.41324,0
45000,t15,T7,0,0.0841152,-0.000467616,0.00367966,0
45000,T7,T9,22.3811,1.26633,-0.0706555,0.139531,0
46000,t15,T7,0,0.533253,-0.0837639,0.0925947,0
46000,T7,T9,22.8809,1.02923,-0.03914,0.625885,0
47000,t15,T7,0,0.283573,-0.0657894,0.026716,0
47000,T7,T9,22.03,1.05111,0.0673043,0.0334323,0
48000,t15,T7,0,0.208393,-0.00902219,0.105894,0
48000,T7,T9,17.8925,0.963883,0.0564829,1.62582,0
49000,t15,T7,0,0.189863,-0.00632083,0.0462591,0
49000,T7,T9,5.29362,0.80935,0.0142793,1.17236,0
50000,t15,T7,0,0.219688,-0.0390095,0.0162925,0
50000,T7,T9,17.0913,0.313148,0.0709754,0.387301,0
51000,t15,T7,0,0.0783876,0.0529772,0.0455744,0
51000,T7,T9,20.3646,0.656857,-0.0228849,0.0996586,0
52000,t15,T7,0,0.255453,-0.0567194,0.00654111,0
52000,T7,T9,21.1067,1.01396,0.0600367,0.93208,0
53000,t15,T7,0,0.116178,0.00904274,0.0386098,0
53000,T7,T9,18.2595,0.393018,-0.0135826,0.10221,0
54000,t15,T7,0,0.143845,-0.00954453,0.0424444,0
54000,t11,t12,18.7328,0.366432,0.102405,0.24517,0
54000,T7,T9,13.2618,0.36841,0.0379429,0.316623,0
55000,t15,T7,0,0.487009,-0.0546421,0.198802,0
55000,T7,T9,20.9441,0.608019,-0.0300059,0.053397,0
56000,t15,T7,0,0.292119,-0.0813073,0.0224211,0
56000,T7,T9,11.652,0.18771,-0.0562454,0.510785,0
56000,T7,T9,21.7143,0.193468,-0.0102928,0.149374,0
57000,t15,T7,0,0.336103,-0.0320236,0.143697,0
57000,T7,T9,20.0708,1.34918,-0.0236826,1.77396,0
58000,t15,T7,0,0.234829,-0.040987,0.0397458,0
58000,T7,T9,10.3081,0.299202,0.0516958,0.437183,0
58000,T7,T9,16.3927,0.0140678,-0.0318729,0.247746,0
58000,T7,T9,19.8459,0.492608,0.00590734,0.389674,0
59000,t15,T7,0,0.157209,0.00894498,0.0920994,0
59000,T7,T9,11.6426,0.271188,0.0191042,0.683209,0
60000,t15,T7,0,0.115724,-0.0116235,0.0246094,0
60000,T7,T9,8.2015,0.65015,0.0422151,1.2748,0
61000,t15,T7,0,0.495613,-0.0614014,0.0472627,0
61000,t14,NA,23.845,0.409459,0.0562587,0.418115,0
61000,T7,T9,12.608,0.919997,0.092619,1.65235,0
62000,t15,T7,0,0.453458,-0.0568187,0.0929199,0
62000,T7,T9,15.9318,0.49016,0.0338129,0.694351,0
63000,t15,T7,0,0.399628,-0.0505875,0.0621006,0
63000,T7,T9,12.1237,0.389292,0.0407703,0.672579,0
64000,t15,T7,0,0.432276,-0.0490978,0.116038,0
64000,T7,T9,1.12235,0.970054,-0.0228388,0.825926,0
65000,t15,T7,0,0.624746,-0.0323984,0.346741,0
65000,T7,T9,3.5871,1.32515,-0.0159785,1.25745,0
66000,t15,T7,0,0.413507,-0.0511322,0.0368979,0
66000,T7,T9,8.74122,1.15575,0.0130919,1.43266,0
67000,t15,T7,0,0.301237,-0.0509606,0.047177,0
67000,t11,NA,24.1456,0.446268,0.00820234,0.699546,0
67000,T7,T9,5.20406,0.699132,0.0437644,0.951853,0
68000,t15,T7,0,0.254753,-0.0448582,0.00819986,0
68000,t7,NA,23.7001,0.0844662,0.0558859,0.000640901,0
68000,t5,NA,23.9706,0.502713,-0.0234443,0.519355,0
68000,t2,NA,18.775,0.299574,0.0442983,0.178409,0
68000,t19,t20,24.7054,0.205075,0.0201819,0.956897,0
68000,T7,T9,15.8159,0.712657,0.0635086,0.691591,0
69000,t15,T7,0,0.203923,-0.0166368,0.058139,0
69000,T7,T9,18.8337,1.20707,-0.0617055,1.2044,0
70000,t15,T7,0,0.182113,-0.031882,0.00896718,0
70000,T7,T9,23.4999,0.643666,0.0291926,0.121531,0
71000,t15,T7,0,0.109247,-0.000742897,0.0526455,0
71000,T7,T9,23.3983,0.730399,-0.0209936,0.489568,0
72000,t15,T7,0,0.0910398,0.0292437,0.0342266,0
72000,T7,T9,23.0869,0.631306,0.0137423,0.0778737,0
73000,t15,T7,0,0.393085,-0.0281158,0.204499,0
73000,T7,T9,22.4993,0.538859,-0.0602564,0.114175,0
74000,t15,T7,0,0.225541,-0.0497619,0.0307524,0
74000,T7,T9,23.8427,0.269199,0.0250187,0.207963,0
75000,t15,T7,0,0.0706825,0.0184232,0.0151436,0
75000,T7,T9,11.1967,0.823274,0.0466568,1.31062,0
76000,t15,T7,0,0.0948998,0.0158036,0.0111887,0
76000,T7,T9,16.4406,0.893124,-0.0185207,1.10777,0
77000,t15,T7,0,0.0948746,0.00124797,0.0109637,0
77000,T7,T9,15.2547,1.04105,-0.0189787,1.11803,0
78000,t15,T7,0,0.38197,-0.0440718,0.119375,0
78000,T7,T9,14.8232,0.668305,0.0112385,1.1418,0
79000,t15,T7,0,0.219271,-0.0392598,0.00320275,0
79000,t15,t16,22.0502,0.474204,0.00328105,0.0808926,0
79000,T7,T9,18.2846,0.976393,0.0448711,1.59374,0
80000,t15,T7,0,0.692552,-0.0851015,0.0598023,0
80000,T7,T9,7.32471,0.514778,0.057626,0.995827,0
81000,t15,T7,0,0.18731,-0.0371412,0.0174045,0
81000,t19,t6,16.1066,0.50706,-0.0286361,0.273088,0
81000,T7,T9,7.09522,0.728649,0.0315189,1.03708,0
82000,t15,T7,0,0.398145,-0.0699933,0.0322135,0
82000,T7,T9,23.4604,1.03102,0.0248361,0.755928,0
83000,t15,T7,0,0.0914397,0.0106039,0.0538915,0
83000,T7,T9,16.281,0.50266,0.0208802,0.410257,0
84000,t15,T7,0,0.0800247,-0.00843445,0.00657484,0
84000,T7,T9,19.1087,1.11408,-0.0461789,1.26763,0
85000,t15,T7,0,0.0986169,0.000873683,0.0165095,0
85000,T7,T9,22.9517,1.14062,0.00409107,0.0714211,0
86000,t15,T7,0,0.0570999,0.0372215,0.0198579,0
86000,T7,T9,23.3075,0.716222,-0.0239429,0.0337306,0
87000,t15,T7,0,0.38115,-0.0611129,0.0435163,0
87000,T7,T9,18.2334,0.758664,0.00590892,0.660342,0
88000,t15,T7,0,0.647999,-0.0863554,0.15226,0
88000,T7,T9,18.8976,0.674059,0.00684919,0.0471467,0
89000,t15,T7,0,0.259449,-0.0273119,0.129002,0
89000,T7,T9,0.661169,0.388896,0.049111,0.520934,0
90000,t15,T7,0,0.364927,-0.096942,0.0131437,0
90000,T7,T9,19.395,0.619141,0.022981,1.24162,0
91000,t15,T7,0,0.366763,-0.0463632,0.160127,0
91000,T7,T9,5.26028,0.332756,0.0482982,0.380197,0
91000,T7,T9,19.9865,0.375579,0.106258,0.0411479,0
92000,t15,T7,0,0.134506,-0.0176257,9.51673e-05,0
92000,t19,t20,23.5777,0.192749,0.0170425,0.0492449,0
92000,T7,T9,18.7831,0.613676,-0.0630105,0.217734,0
93000,t15,T7,0,0.0761702,0.000516257,0.0168025,0
93000,T7,T9,19.1419,0.688677,0.053574,0.338396,0
94000,t15,T7,0,0.430381,-0.11323,0.0290954,0
94000,T7,T9,20.7262,0.812242,0.0448983,0.691194,0
95000,t15,T7,0,0.470253,0.0254877,0.757863,0
95000,t15,t7,5.21191,0.199907,-0.0734042,0.0171762,0
96000,t15,T7,0,0.624445,0.0256702,0.746696,0
96000,t4,NA,21.5636,0.124048,0.00608754,0.250723,0
96000,t15,t7,5.00774,0.362971,-0.0302539,0.143892,0
97000,t15,T7,0,0.352899,-0.0680503,0.0884333,0
97000,T7,T9,22.0552,0.757407,0.00719544,0.188681,0
98000,t15,T7,0,0.269763,-0.0637664,0.0179811,0
98000,T7,T9,19.8118,1.5396,0.0146418,1.42634,0
99000,t15,T7,0,0.284226,-0.0422642,0.0649382,0
99000,T7,T9,11.4491,0.0615723,0.0564659,0.274126,0
99000,T7,T9,23.1328,0.592664,0.0233349,0.125255,0
100000,t15,T7,0,0.218796,-0.032701,0.0442122,0
100000,T7,T9,20.7076,0.752494,-0.0305172,0.0291628,0
101000,t15,T7,0,0.262292,-0.041546,0.0413197,0
101000,T7,T9,18.2034,0.484861,0.0403648,0.73777,0
102000,t15,T7,0,0.331722,-0.0586555,0.0347976,0
102000,T7,T9,1.6232,0.0292882,0.0384816,0.142737,0
102000,T7,T9,22.9713,1.24904,0.0162564,0.580486,0
103000,t15,T7,0,0.479663,-0.0891268,0.00875351,0
103000,T7,T9,18.8228,0.331849,0.00159856,0.641494,0
104000,t15,T7,0,0.203627,-0.0324959,0.0330354,0
104000,T7,T9,1.85928,0.543724,0.0212107,0.861712,0
105000,t15,T7,0,0.241839,-0.0700359,0.00405136,0
105000,t6,NA,25.9378,0.246745,-0.04218,0.0507399,0
105000,T7,T9,0.742078,0.515307,0.0310275,0.819933,0
106000,t15,T7,0,0.653392,-0.0882115,0.0325968,0
106000,T7,T9,3.61011,0.560828,0.0656549,0.977563,0
107000,t15,T7,0,0.649199,-0.0682217,0.201517,0
107000,t14,NA,25.9845,0.370797,0.0375708,3.72582,0
107000,T7,T9,10.8327,0.850096,0.0289901,1.08712,0
108000,t15,T7,0,0.104461,-0.0307276,0.0400832,0
108000,T7,T9,23.7831,0.705987,0.0564872,0.0572969,0
109000,t15,T7,0,0.152559,-0.027135,0.0027294,0
109000,T7,T9,21.2593,0.504205,0.0139536,0.593962,0
110000,t15,T7,0,0.137732,-0.0195919,0.00778862,0
110000,T7,T9,6.3597,0.380022,0.0596089,0.669238,0
111000,t15,T7,0,0.330579,-0.0590715,0.00292536,0
111000,T7,T9,4.31973,0.703027,0.0054847,0.914637,0
112000,t15,T7,0,0.613576,-0.0685319,0.0407968,0
112000,T7,T9,4.22989,0.518369,0.0434293,0.365274,0
113000,t15,T7,0,0.0857546,-0.00243853,0.00343188,0
113000,T7,T9,22.6925,0.585077,0.0950932,0.649202,0
114000,t15,T7,0,0.250222,-0.0325454,0.12759,0
114000,T7,T9,21.3557,1.23863,0.0214865,0.455804,0
115000,t15,T7,0,0.356401,-0.0553645,0.00591298,0
115000,t9,NA,24.5671,0.126754,0.0030511,0.270175,0
115000,T7,T9,7.50694,0.735172,-0.00322282,0.802657,0
116000,t15,T7,0,0.177801,0.013874,0.184723,0
116000,T7,T9,23.0958,1.04169,-0.0512591,0.35789,0
117000,t15,T7,0,0.219226,-0.0343498,0.0652316,0
117000,T7,T9,23.9164,0.257638,-0.0365915,0.0670159,0
118000,t15,T7,0,0.0910329,0.0101652,0.0301353,0
118000,T7,T9,19.5297,0.805653,0.0163829,0.563639,0
119000,t15,T7,0,0.181361,-0.0181311,0.0452291,0
119000,T7,T9,23.674,0.985083,-0.016958,0.0802127,0
120000,t15,T7,0,0.151075,-0.0202005,0.062777,0
120000,T7,T9,23.7492,0.808799,0.0672701,0.139926,0
121000,t15,T7,0,0.27992,-0.0599511,0.087615,0
121000,T7,T9,23.5428,1.06425,0.0136443,0.566057,0
122000,t15,T7,0,0.226319,-0.0276335,0.0258899,0
122000,T7,T9,21.9771,1.16357,0.00993983,0.405091,0
123000,t15,T7,0,0.251075,-0.0305003,0.0876335,0
123000,T7,T9,6.47284,0.136372,-0.0430589,0.293323,0
123000,T7,T9,23.4823,0.601161,0.011935,0.264664,0
124000,t15,T7,0,0.301804,0.0523661,0.537734,0
124000,t15,t7,5.49069,0.401487,-0.0478007,0.225521,0
125000,t15,T7,0,0.753601,0.0288868,0.990508,0
125000,t15,t17,15.249,0.0507342,0.00232948,0.0617368,0
125000,t15,t7,5.93362,0.421324,-0.0769463,0.00748221,0
126000,t15,T7,0,1.02504,0.0285256,1.46224,0
126000,t15,t7,0.245669,0.298213,-0.0553878,0.0211002,0
127000,t15,T7,0,1.02212,0.00135189,1.27441,0
127000,t15,t7,0.116421,0.353511,-0.0634442,0.022681,0
128000,t15,T7,0,0.636576,-0.000845818,0.882151,0
128000,t15,t7,5.65886,0.146258,-0.0394682,0.0169724,0
129000,t15,T7,0,1.17931,0.00580887,1.22973,0
129000,t15,t7,0.797582,0.158583,-0.0143421,0.0158213,0
130000,t15,T7,0,1.13008,0.0410913,1.7566,0
130000,t15,t7,1.80915,0.113155,0.0037802,0.00829872,0
131000,t15,T7,0,0.269423,0.0415796,0.653218,0
131000,t15,t7,2.58424,0.915693,-0.113093,0.0711058,0
132000,t15,T7,0,0.648201,-0.00781579,0.547526,0
132000,t15,t7,0.75529,0.266155,-0.0884262,0.00376869,0
133000,t15,T7,0,0.139919,0.0216874,0.140155,0
133000,t15,t7,4.94345,0.5405,-0.0920259,0.0924867,0
134000,t15,T7,0,0.202614,-0.0406679,0.006627,0
134000,T7,T9,23.7686,0.745735,0.0447162,0.332355,0
135000,t15,T7,0,0.731474,0.0240842,1.06831,0
135000,t15,t7,4.05081,0.600322,-0.0508358,0.277189,0
136000,t15,T7,0,0.66136,0.0196814,0.920094,0
136000,t15,t7,3.53389,0.592681,-0.107315,0.0853871,0
137000,t15,T7,0,0.646356,0.0108525,1.00418,0
137000,t9,NA,20.8903,0.259311,-0.0399637,0.0107011,0
137000,t19,t6,14.5965,0.271569,-0.0070873,0.234653,0
137000,t15,t7,4.41374,0.260429,-0.0840447,0.0110601,0
138000,t15,T7,0,0.234002,-0.0497785,0.0073688,0
138000,T7,T9,7.68334,0.781857,0.0151997,0.936092,0
139000,t15,T7,0,0.134612,-0.0228522,0.000575751,0
139000,T7,T9,4.99197,0.715221,-0.0105138,0.726327,0
140000,t15,T7,0,0.198412,-0.0290971,0.00575224,0
140000,t13,t14,11.9919,0.147237,-0.0145589,0.0560042,0
140000,t10,NA,25.141,0.36444,-0.0432857,0.486277,0
140000,T7,T9,4.07791,1.50039,-0.0100587,1.33881,0
141000,t15,T7,0,0.154488,-0.0303008,0.00152266,0
141000,T6,NA,25.9075,0.265892,0.0473135,0.337312,0
141000,T7,T9,10.7405,0.822655,-0.00712018,0.54951,0
141000,t7,NA,25.0499,0.244026,0.0759664,0.0889754,0
141000,T7,T9,3.95824,1.61207,-0.0031916,2.11876,0
142000,t15,T7,0,0.130303,0.0199085,0.0909218,0
142000,T7,T9,11.3702,1.04918,-0.0199512,0.952827,0
143000,t15,T7,0,0.264257,-0.0519671,0.0496416,0
143000,T7,T9,7.99528,0.262006,0.0235245,0.260143,0
144000,t15,T7,0,0.216695,-0.0258963,0.109981,0
144000,T7,T9,15.3394,0.901149,-0.034993,0.868409,0
145000,t15,T7,0,0.228559,-0.0372543,0.0277343,0
145000,T7,T9,8.96648,0.68468,0.015713,0.771472,0
146000,t15,T7,0,0.152597,-0.0319842,0.022582,0
146000,T7,T9,16.7218,0.849207,-0.0154519,0.851959,0
147000,t15,T7,0,0.201691,-0.0214779,0.0180779,0
147000,T7,T9,11.2545,0.622676,0.0233303,1.01436,0
148000,t15,T7,0,0.382548,-0.0531554,0.117014,0
148000,t19,t20,21.8063,0.247947,-0.00131024,0.0524635,0
148000,T7,T9,9.4798,0.913597,0.0337988,1.49429,0
149000,t15,T7,0,0.339467,0.0586061,0.691402,0
149000,t15,t7,3.79366,0.499672,-0.0865923,0.0836661,0
150000,t15,T7,0,0.0930447,-0.0517216,0.200972,0
150000,t15,t7,0.192575,0.445655,-0.0703384,0.023137,0
150000,T7,T9,21.3316,0.906735,0.0299033,0.635835,0
151000,t15,T7,0,0.279391,-0.0857052,0.0298276,0
151000,T7,T9,14.0517,0.693739,0.119552,0.662568,0
152000,t15,T7,0,0.275048,-0.0373215,0.0494763,0
152000,T7,T9,15.0975,0.775712,0.0298438,1.01184,0
153000,t15,T7,0,0.572049,-0.0648527,0.0853036,0
153000,T7,T9,1.87346,0.357789,0.0468749,0.547426,0
154000,t15,T7,0,0.582412,-0.0874664,0.00985108,0
154000,T7,T9,3.66473,0.86223,0.124477,1.46767,0
155000,t15,T7,0,0.25964,-0.0323895,0.0914338,0
155000,T7,T9,9.25091,0.744193,0.0114796,1.09583,0
156000,t15,T7,0,0.232682,-0.0234149,0.0596695,0
156000,T7,T9,9.51052,0.621774,0.0609747,1.12232,0
157000,t15,T7,0,0.385473,-0.0671243,0.0403507,0
157000,T7,T9,13.7902,1.44982,-0.0615157,1.17014,0
158000,t15,T7,0,0.086339,0.0288424,0.0163907,0
158000,T7,T9,15.9476,0.477596,-0.000390062,0.517247,0
159000,t15,T7,0,0.207949,-0.0298768,0.0735755,0
159000,T7,T9,12.8657,0.732361,-0.00192707,0.787353,0
160000,t15,T7,0,0.145028,0.00623844,0.109482,0
160000,T7,T9,23.782,1.9167,-0.0246053,0.344416,0
161000,t15,T7,0,0.108836,0.0246795,0.0426083,0
161000,T7,T9,23.7509,0.985089,-0.0120133,0.0409662,0
162000,t15,T7,0,0.335095,-0.0484548,0.065374,0
162000,T7,T9,22.655,0.608658,-0.00952594,0.666756,0
163000,t15,T7,0,0.107738,0.00416255,0.00821912,0
163000,T7,T9,20.8751,0.772748,-0.0797668,0.765276,0
164000,t15,T7,0,0.41245,-0.0409548,0.12309,0
164000,T7,T9,8.40975,0.797037,0.048717,1.24723,0
165000,t15,T7,0,0.153016,-0.00331481,0.0372075,0
165000,T7,T9,5.17001,0.493317,0.0260093,0.345437,0
166000,t15,T7,0,0.266767,-0.0566497,0.0614925,0
166000,T7,T9,3.61141,0.373367,0.0617944,0.719476,0
167000,t15,T7,0,0.0766287,0.0277277,0.0358128,0
167000,T7,T9,22.6628,1.13729,0.0260798,0.642073,0
168000,t15,T7,0,0.0640742,0.0257795,0.0553457,0
168000,T7,T9,23.9808,0.892562,0.0358799,0.115887,0
169000,t15,T7,0,0.107737,-0.00269258,0.0487831,0
169000,T7,T9,21.9307,1.39822,0.06536,0.938273,0
170000,t15,T7,0,0.234453,-0.0408718,0.0536063,0
170000,T7,T9,12.4653,0.384697,0.110157,0.274614,0
171000,t15,T7,0,0.280774,-0.0588025,0.131857,0
171000,T7,T9,19.4991,0.771831,-0.0181194,0.591186,0
172000,t15,T7,0,0.0856275,0.00857441,0.0177974,0
172000,T7,T9,23.5737,0.759872,0.0125339,0.00874068,0
173000,t15,T7,0,0.155293,-0.0587057,0.0125643,0
173000,T7,T9,22.4365,0.898667,-0.0269301,0.147977,0
174000,t15,T7,0,0.115007,-0.0184008,0.00195593,0
174000,t8,NA,25.3121,0.278244,0.0643097,1.05066,0
174000,T7,T9,23.8003,1.16649,0.028167,0.118305,0
175000,t15,T7,0,0.195061,-0.0457079,0.0650362,0
175000,T7,T1,24.8527,0.277103,-0.00300769,0.0274208,0
175000,T7,T9,23.9831,1.36532,0.045628,0.933962,0
176000,t15,T7,0,0.42853,-0.0436751,0.101218,0
176000,T7,T9,21.5738,0.160377,0.0116757,1.97642,0
176000,T7,T9,23.5647,0.708549,-0.00511267,0.22908,0
177000,t15,T7,0,0.1566,-0.00898224,0.123821,0
177000,t7,t5,17.1769,0.0824267,-0.0583274,0.0160721,0
177000,T7,T9,7.56618,0.0889399,-0.0206331,0.485276,0
177000,T7,T9,23.7415,0.75319,-0.040858,0.172196,0
178000,t15,T7,0,0.320465,-0.049426,0.0421525,0
178000,T7,T9,9.82699,0.69221,0.0180131,0.927267,0
179000,t15,T7,0,0.0189865,0.0389577,0.0825624,0
179000,t1,NA,23.4828,0.547533,-0.0659044,0.103582,0
179000,t4,NA,22.4546,0.229134,0.0166728,0.317401,0
179000,t15,t7,1.72664,0.0694836,0.0352352,0.00148486,0
179000,T7,T9,23.9024,1.08831,-0.0160398,0.115088,0
180000,t15,T7,0,0.0492262,-0.0114954,0.367524,0
180000,t15,t7,3.86086,0.416529,-0.0717175,0.0211731,0
180000,T7,T9,21.5471,0.719825,0.00602499,0.741169,0
181000,t15,T7,0,0.141433,0.00338398,0.289636,0
181000,t15,t13,8.51934,0.0906759,-0.0100076,0.0163459,0
181000,t17,t18,23.5721,0.203522,0.0595841,0.443183,0
181000,t15,t7,2.60705,0.49526,-0.0905005,0.124943,0
181000,T7,T9,23.8238,1.67519,-0.0550408,0.580251,0
182000,t15,T7,0,0.228503,-0.0431452,0.0266472,0
182000,T7,T9,4.84858,0.261672,0.0402975,0.127857,0
183000,t15,T7,0,0.501261,-0.0582684,0.114327,0
183000,T7,T9,10.6936,0.746123,0.0692526,1.19209,0
184000,t15,T7,0,0.292469,-0.0337119,0.0769719,0
184000,T7,T9,11.4327,0.434078,0.0138683,0.606782,0
185000,t15,T7,0,0.0845813,0.00248555,0.0106811,0
185000,T7,T9,22.7611,1.36055,-0.0220771,0.846143,0
186000,t15,T7,0,0.23766,-0.0660596,0.0127775,0
186000,T7,T9,14.8653,0.586405,-0.0092485,0.552677,0
187000,t15,T7,0,0.274737,-0.0567242,0.0178134,0
187000,t15,t17,20.0162,0.744483,-0.0257177,0.0196565,0
187000,T7,T9,21.0656,1.29924,-0.000904015,1.81377,0
188000,t15,T7,0,0.0512085,0.0688126,0.000311973,0
188000,T7,T9,23.8908,0.734485,0.000510502,0.172315,0
189000,t15,T7,0,0.133789,-0.0325102,0.0328433,0
189000,T7,T9,23.8854,0.776377,-0.0304369,0.128167,0
190000,t15,T7,0,0.0601653,-0.0324399,0.343354,0
190000,t15,t7,5.05307,0.126649,-0.0255186,0.000680715,0
190000,T7,T9,23.949,0.509283,0.0170699,0.0343413,0
191000,t15,T7,0,0.106433,0.059706,0.289499,0
191000,t15,t7,2.36702,0.154632,-0.0294379,0.0843992,0
191000,T7,T9,23.3268,1.44104,0.00594234,0.641549,0
192000,t15,T7,0,0.129162,-0.109224,0.229718,0
